,CUS,ANS
998,CUST0000797094,0.0
999,CUST0000797024,0.0
1000,CUST0000796363,1.0
1001,CUST0000796287,0.0
1002,CUST0000796175,1.0
1003,CUST0000796072,0.0
1004,CUST0000795954,0.0
1005,CUST0000795922,1.0
1006,CUST0000795550,0.0
1007,CUST0000795313,1.0
1008,CUST0000794930,1.0
1009,CUST0000794814,1.0
1010,CUST0000794797,0.0
1011,CUST0000794762,1.0
1012,CUST0000794691,0.0
1013,CUST0000794432,0.0
1014,CUST0000794394,0.0
1015,CUST0000794349,0.0
1016,CUST0000793613,1.0
1017,CUST0000793540,0.0
1018,CUST0000793465,0.0
1019,CUST0000793321,1.0
1020,CUST0000793310,1.0
1021,CUST0000793281,0.0
1022,CUST0000793074,0.0
1023,CUST0000792811,1.0
1024,CUST0000792272,0.0
1025,CUST0000792017,1.0
1026,CUST0000791687,1.0
1027,CUST0000791300,1.0
1028,CUST0000790937,0.0
1029,CUST0000790691,0.0
1030,CUST0000790651,1.0
1031,CUST0000789574,0.0
1032,CUST0000789469,1.0
1033,CUST0000789114,1.0
1034,CUST0000789075,1.0
1035,CUST0000788910,1.0
1036,CUST0000788668,0.0
1037,CUST0000788616,0.0
1038,CUST0000788532,0.0
1039,CUST0000788459,1.0
1040,CUST0000788315,1.0
1041,CUST0000788111,0.0
1042,CUST0000788031,1.0
1043,CUST0000787661,0.0
1044,CUST0000787465,1.0
1045,CUST0000787337,0.0
1046,CUST0000787270,1.0
1047,CUST0000787129,1.0
1048,CUST0000787036,1.0
1049,CUST0000786966,0.0
1050,CUST0000786778,1.0
1051,CUST0000786608,0.0
1052,CUST0000786243,0.0
1053,CUST0000785984,1.0
1054,CUST0000785789,0.0
1055,CUST0000785769,0.0
1056,CUST0000785611,0.0
1057,CUST0000785583,0.0
1058,CUST0000785478,0.0
1059,CUST0000785475,0.0
1060,CUST0000785369,0.0
1061,CUST0000785295,0.0
1062,CUST0000785166,1.0
1063,CUST0000784973,0.0
1064,CUST0000784547,0.0
1065,CUST0000784376,1.0
1066,CUST0000784298,1.0
1067,CUST0000784166,1.0
1068,CUST0000784006,0.0
1069,CUST0000784004,0.0
1070,CUST0000783946,0.0
1071,CUST0000783429,1.0
1072,CUST0000783073,0.0
1073,CUST0000782631,0.0
1074,CUST0000782600,0.0
1075,CUST0000782392,1.0
1076,CUST0000782307,1.0
1077,CUST0000782246,0.0
1078,CUST0000782062,0.0
1079,CUST0000781911,1.0
1080,CUST0000781826,1.0
1081,CUST0000781259,0.0
1082,CUST0000781190,0.0
1083,CUST0000781005,0.0
1084,CUST0000780958,0.0
1085,CUST0000780880,0.0
1086,CUST0000780835,0.0
1087,CUST0000780822,1.0
1088,CUST0000780652,0.0
1089,CUST0000780587,1.0
1090,CUST0000780442,0.0
1091,CUST0000780146,0.0
1092,CUST0000780100,0.0
1093,CUST0000779956,0.0
1094,CUST0000779812,0.0
1095,CUST0000778224,0.0
1096,CUST0000778176,1.0
1097,CUST0000777842,0.0
1098,CUST0000777787,0.0
1099,CUST0000777734,0.0
1100,CUST0000777454,1.0
1101,CUST0000777452,0.0
1102,CUST0000777126,0.0
1103,CUST0000776916,1.0
1104,CUST0000776591,0.0
1105,CUST0000776575,1.0
1106,CUST0000776361,1.0
1107,CUST0000776226,1.0
1108,CUST0000776068,0.0
1109,CUST0000776056,0.0
1110,CUST0000775922,0.0
1111,CUST0000775362,0.0
1112,CUST0000775212,0.0
1113,CUST0000774988,1.0
1114,CUST0000774924,0.0
1115,CUST0000774006,1.0
1116,CUST0000773721,0.0
1117,CUST0000773381,0.0
1118,CUST0000773129,1.0
1119,CUST0000772661,0.0
1120,CUST0000772617,0.0
1121,CUST0000772608,0.0
1122,CUST0000772385,1.0
1123,CUST0000772370,0.0
1124,CUST0000772274,1.0
1125,CUST0000772017,0.0
1126,CUST0000771758,0.0
1127,CUST0000771531,0.0
1128,CUST0000771292,1.0
1129,CUST0000770451,0.0
1130,CUST0000770036,0.0
1131,CUST0000769692,0.0
1132,CUST0000769276,1.0
1133,CUST0000768676,1.0
1134,CUST0000768576,1.0
1135,CUST0000768513,1.0
1136,CUST0000768393,0.0
1137,CUST0000768294,1.0
1138,CUST0000767888,0.0
1139,CUST0000767872,1.0
1140,CUST0000767525,0.0
1141,CUST0000767429,1.0
1142,CUST0000767319,1.0
1143,CUST0000767293,1.0
1144,CUST0000767244,0.0
1145,CUST0000767153,1.0
1146,CUST0000767141,0.0
1147,CUST0000767090,1.0
1148,CUST0000766908,1.0
1149,CUST0000766744,1.0
1150,CUST0000766418,1.0
1151,CUST0000766193,0.0
1152,CUST0000766169,0.0
1153,CUST0000766155,0.0
1154,CUST0000765740,1.0
1155,CUST0000765723,0.0
1156,CUST0000765586,0.0
1157,CUST0000764768,1.0
1158,CUST0000764520,0.0
1159,CUST0000764276,0.0
1160,CUST0000764077,0.0
1161,CUST0000763704,0.0
1162,CUST0000763659,0.0
1163,CUST0000763608,0.0
1164,CUST0000763358,0.0
1165,CUST0000763129,0.0
1166,CUST0000763030,0.0
1167,CUST0000762907,0.0
1168,CUST0000762902,1.0
1169,CUST0000762485,0.0
1170,CUST0000762118,0.0
1171,CUST0000762076,0.0
1172,CUST0000761936,0.0
1173,CUST0000761811,0.0
1174,CUST0000761326,0.0
1175,CUST0000761005,0.0
1176,CUST0000760937,1.0
1177,CUST0000760924,1.0
1178,CUST0000760909,1.0
1179,CUST0000760869,1.0
1180,CUST0000760764,1.0
1181,CUST0000760686,1.0
1182,CUST0000760436,0.0
1183,CUST0000760393,0.0
1184,CUST0000760115,0.0
1185,CUST0000759949,0.0
1186,CUST0000759943,0.0
1187,CUST0000759792,1.0
1188,CUST0000759771,0.0
1189,CUST0000759622,0.0
1190,CUST0000759603,1.0
1191,CUST0000759545,0.0
1192,CUST0000759306,1.0
1193,CUST0000759041,1.0
1194,CUST0000758911,0.0
1195,CUST0000758801,1.0
1196,CUST0000758403,1.0
1197,CUST0000758238,0.0
1198,CUST0000758105,0.0
1199,CUST0000757582,0.0
1200,CUST0000757371,1.0
1201,CUST0000757309,0.0
1202,CUST0000757252,1.0
1203,CUST0000757203,0.0
1204,CUST0000756805,0.0
1205,CUST0000756732,1.0
1206,CUST0000756628,0.0
1207,CUST0000756203,1.0
1208,CUST0000756098,0.0
1209,CUST0000755734,0.0
1210,CUST0000755583,0.0
1211,CUST0000755563,0.0
1212,CUST0000754753,1.0
1213,CUST0000754664,0.0
1214,CUST0000754655,0.0
1215,CUST0000754299,1.0
1216,CUST0000753950,1.0
1217,CUST0000753818,0.0
1218,CUST0000753729,1.0
1219,CUST0000753421,0.0
1220,CUST0000753352,0.0
1221,CUST0000753263,0.0
1222,CUST0000752951,0.0
1223,CUST0000752874,0.0
1224,CUST0000752715,0.0
1225,CUST0000752545,0.0
1226,CUST0000752500,0.0
1227,CUST0000752305,1.0
1228,CUST0000752292,1.0
1229,CUST0000751821,0.0
1230,CUST0000751452,1.0
1231,CUST0000751357,0.0
1232,CUST0000750925,1.0
1233,CUST0000750549,0.0
1234,CUST0000750072,0.0
1235,CUST0000749956,0.0
1236,CUST0000749264,0.0
1237,CUST0000749213,0.0
1238,CUST0000749091,0.0
1239,CUST0000748686,1.0
1240,CUST0000748625,1.0
1241,CUST0000748260,1.0
1242,CUST0000747752,0.0
1243,CUST0000747426,0.0
1244,CUST0000747344,1.0
1245,CUST0000746862,1.0
1246,CUST0000746809,1.0
1247,CUST0000746630,0.0
1248,CUST0000746502,0.0
1249,CUST0000746359,0.0
1250,CUST0000746315,0.0
1251,CUST0000746234,0.0
1252,CUST0000746165,0.0
1253,CUST0000745995,0.0
1254,CUST0000745988,1.0
1255,CUST0000745452,1.0
1256,CUST0000745119,1.0
1257,CUST0000744976,0.0
1258,CUST0000744925,0.0
1259,CUST0000744854,0.0
1260,CUST0000744787,0.0
1261,CUST0000744653,1.0
1262,CUST0000744645,0.0
1263,CUST0000744624,0.0
1264,CUST0000744587,0.0
1265,CUST0000744571,0.0
1266,CUST0000744374,0.0
1267,CUST0000744271,0.0
1268,CUST0000744050,0.0
1269,CUST0000744032,1.0
1270,CUST0000743676,0.0
1271,CUST0000742968,0.0
1272,CUST0000742753,1.0
1273,CUST0000742196,0.0
1274,CUST0000741966,1.0
1275,CUST0000741801,0.0
1276,CUST0000741765,0.0
1277,CUST0000741685,1.0
1278,CUST0000741361,1.0
1279,CUST0000741274,0.0
1280,CUST0000741224,0.0
1281,CUST0000741143,0.0
1282,CUST0000740863,0.0
1283,CUST0000740845,0.0
1284,CUST0000740844,1.0
1285,CUST0000740535,1.0
1286,CUST0000740133,0.0
1287,CUST0000740028,0.0
1288,CUST0000739370,0.0
1289,CUST0000739208,0.0
1290,CUST0000738183,0.0
1291,CUST0000738098,0.0
1292,CUST0000738078,1.0
1293,CUST0000737915,0.0
1294,CUST0000737688,0.0
1295,CUST0000737373,0.0
1296,CUST0000737314,1.0
1297,CUST0000737119,0.0
1298,CUST0000736933,1.0
1299,CUST0000736409,1.0
1300,CUST0000736259,0.0
1301,CUST0000735801,1.0
1302,CUST0000735706,1.0
1303,CUST0000735379,0.0
1304,CUST0000735077,0.0
1305,CUST0000734885,1.0
1306,CUST0000734827,0.0
1307,CUST0000734637,1.0
1308,CUST0000734554,1.0
1309,CUST0000734039,0.0
1310,CUST0000734005,0.0
1311,CUST0000733897,0.0
1312,CUST0000733828,0.0
1313,CUST0000733822,0.0
1314,CUST0000733209,0.0
1315,CUST0000733029,0.0
1316,CUST0000732985,1.0
1317,CUST0000732836,0.0
1318,CUST0000732461,1.0
1319,CUST0000732049,1.0
1320,CUST0000731762,0.0
1321,CUST0000731413,0.0
1322,CUST0000731373,0.0
1323,CUST0000730815,0.0
1324,CUST0000730614,0.0
1325,CUST0000730479,0.0
1326,CUST0000730476,0.0
1327,CUST0000730395,1.0
1328,CUST0000730353,0.0
1329,CUST0000730320,1.0
1330,CUST0000730199,1.0
1331,CUST0000730173,1.0
1332,CUST0000730021,1.0
1333,CUST0000729898,1.0
1334,CUST0000729516,0.0
1335,CUST0000729397,0.0
1336,CUST0000729097,1.0
1337,CUST0000729056,0.0
1338,CUST0000728979,1.0
1339,CUST0000728918,0.0
1340,CUST0000728882,1.0
1341,CUST0000728841,1.0
1342,CUST0000728760,0.0
1343,CUST0000728571,0.0
1344,CUST0000728277,0.0
1345,CUST0000728164,0.0
1346,CUST0000728097,0.0
1347,CUST0000727862,0.0
1348,CUST0000727833,0.0
1349,CUST0000727779,0.0
1350,CUST0000727215,0.0
1351,CUST0000727182,0.0
1352,CUST0000726971,1.0
1353,CUST0000726888,0.0
1354,CUST0000726635,1.0
1355,CUST0000726543,0.0
1356,CUST0000726483,1.0
1357,CUST0000726362,0.0
1358,CUST0000726295,0.0
1359,CUST0000725725,1.0
1360,CUST0000725670,0.0
1361,CUST0000725592,0.0
1362,CUST0000725494,0.0
1363,CUST0000725482,1.0
1364,CUST0000725480,0.0
1365,CUST0000725392,1.0
1366,CUST0000725068,0.0
1367,CUST0000724998,0.0
1368,CUST0000724854,1.0
1369,CUST0000724424,0.0
1370,CUST0000724406,0.0
1371,CUST0000724321,1.0
1372,CUST0000724208,0.0
1373,CUST0000724205,0.0
1374,CUST0000724190,0.0
1375,CUST0000723580,1.0
1376,CUST0000723002,0.0
1377,CUST0000722982,0.0
1378,CUST0000722945,0.0
1379,CUST0000722790,0.0
1380,CUST0000722574,1.0
1381,CUST0000722390,1.0
1382,CUST0000722230,0.0
1383,CUST0000722023,1.0
1384,CUST0000721930,1.0
1385,CUST0000721845,0.0
1386,CUST0000721663,0.0
1387,CUST0000721354,1.0
1388,CUST0000721310,1.0
1389,CUST0000721005,0.0
1390,CUST0000720813,1.0
1391,CUST0000720755,1.0
1392,CUST0000720371,1.0
1393,CUST0000720348,0.0
1394,CUST0000720080,0.0
1395,CUST0000719941,1.0
1396,CUST0000719710,1.0
1397,CUST0000719553,0.0
1398,CUST0000719018,1.0
1399,CUST0000718427,1.0
1400,CUST0000717840,0.0
1401,CUST0000717763,1.0
1402,CUST0000717649,1.0
1403,CUST0000717641,1.0
1404,CUST0000717402,1.0
1405,CUST0000717372,1.0
1406,CUST0000717337,0.0
1407,CUST0000717077,0.0
1408,CUST0000716624,0.0
1409,CUST0000716427,1.0
1410,CUST0000716219,1.0
1411,CUST0000715676,0.0
1412,CUST0000715467,0.0
1413,CUST0000715380,1.0
1414,CUST0000715087,1.0
1415,CUST0000715047,1.0
1416,CUST0000715014,1.0
1417,CUST0000714746,1.0
1418,CUST0000714601,1.0
1419,CUST0000714492,1.0
1420,CUST0000714089,0.0
1421,CUST0000713934,0.0
1422,CUST0000713877,0.0
1423,CUST0000713874,1.0
1424,CUST0000713789,1.0
1425,CUST0000713486,1.0
1426,CUST0000713315,0.0
1427,CUST0000713144,1.0
1428,CUST0000713129,1.0
1429,CUST0000713060,0.0
1430,CUST0000712948,0.0
1431,CUST0000712923,1.0
1432,CUST0000712379,1.0
1433,CUST0000712188,0.0
1434,CUST0000711881,0.0
1435,CUST0000711788,0.0
1436,CUST0000711734,1.0
1437,CUST0000711617,1.0
1438,CUST0000711368,1.0
1439,CUST0000711167,0.0
1440,CUST0000711122,1.0
1441,CUST0000710499,1.0
1442,CUST0000710421,0.0
1443,CUST0000709956,1.0
1444,CUST0000709525,0.0
1445,CUST0000709486,0.0
1446,CUST0000708813,0.0
1447,CUST0000708744,1.0
1448,CUST0000708739,1.0
1449,CUST0000708714,0.0
1450,CUST0000708577,0.0
1451,CUST0000708550,0.0
1452,CUST0000708142,1.0
1453,CUST0000708140,0.0
1454,CUST0000707905,1.0
1455,CUST0000707875,0.0
1456,CUST0000707770,1.0
1457,CUST0000707701,1.0
1458,CUST0000707560,0.0
1459,CUST0000707553,0.0
1460,CUST0000706915,0.0
1461,CUST0000706303,0.0
1462,CUST0000706178,1.0
1463,CUST0000705963,0.0
1464,CUST0000705880,0.0
1465,CUST0000705865,1.0
1466,CUST0000705251,0.0
1467,CUST0000705250,0.0
1468,CUST0000705186,1.0
1469,CUST0000704073,1.0
1470,CUST0000703822,0.0
1471,CUST0000703687,0.0
1472,CUST0000703444,0.0
1473,CUST0000703259,0.0
1474,CUST0000703243,0.0
1475,CUST0000702039,1.0
1476,CUST0000701700,0.0
1477,CUST0000701603,0.0
1478,CUST0000701483,1.0
1479,CUST0000701172,1.0
1480,CUST0000701142,0.0
1481,CUST0000700591,1.0
1482,CUST0000700288,1.0
1483,CUST0000700137,0.0
1484,CUST0000699850,0.0
1485,CUST0000699742,0.0
1486,CUST0000699414,0.0
1487,CUST0000699367,0.0
1488,CUST0000699276,0.0
1489,CUST0000699237,0.0
1490,CUST0000699050,1.0
1491,CUST0000698870,0.0
1492,CUST0000698770,0.0
1493,CUST0000698395,0.0
1494,CUST0000698369,1.0
1495,CUST0000698121,1.0
1496,CUST0000697945,0.0
1497,CUST0000697836,0.0
1498,CUST0000697528,0.0
1499,CUST0000697443,0.0
1500,CUST0000697356,0.0
1501,CUST0000697309,1.0
1502,CUST0000697113,0.0
1503,CUST0000697061,0.0
1504,CUST0000696947,0.0
1505,CUST0000696851,0.0
1506,CUST0000696692,0.0
1507,CUST0000696106,0.0
1508,CUST0000695535,0.0
1509,CUST0000695418,0.0
1510,CUST0000695407,0.0
1511,CUST0000695341,0.0
1512,CUST0000694962,0.0
1513,CUST0000694871,1.0
1514,CUST0000694856,0.0
1515,CUST0000694841,0.0
1516,CUST0000694395,1.0
1517,CUST0000694372,1.0
1518,CUST0000694366,0.0
1519,CUST0000694237,1.0
1520,CUST0000693928,0.0
1521,CUST0000693737,0.0
1522,CUST0000693465,0.0
1523,CUST0000693463,0.0
1524,CUST0000693232,1.0
1525,CUST0000693113,0.0
1526,CUST0000693014,0.0
1527,CUST0000692984,1.0
1528,CUST0000692687,0.0
1529,CUST0000692661,0.0
1530,CUST0000692485,0.0
1531,CUST0000692260,0.0
1532,CUST0000692088,0.0
1533,CUST0000692058,1.0
1534,CUST0000692015,0.0
1535,CUST0000691334,0.0
1536,CUST0000691264,0.0
1537,CUST0000691049,1.0
1538,CUST0000691024,1.0
1539,CUST0000690958,1.0
1540,CUST0000690721,0.0
1541,CUST0000690650,0.0
1542,CUST0000690481,0.0
1543,CUST0000690457,1.0
1544,CUST0000690430,0.0
1545,CUST0000690291,1.0
1546,CUST0000690034,1.0
1547,CUST0000689944,1.0
1548,CUST0000689905,0.0
1549,CUST0000689800,0.0
1550,CUST0000689627,0.0
1551,CUST0000689445,1.0
1552,CUST0000689293,0.0
1553,CUST0000689173,1.0
1554,CUST0000688872,0.0
1555,CUST0000688867,1.0
1556,CUST0000688474,1.0
1557,CUST0000688346,1.0
1558,CUST0000687859,0.0
1559,CUST0000687717,0.0
1560,CUST0000687529,0.0
1561,CUST0000687290,0.0
1562,CUST0000687099,0.0
1563,CUST0000687089,1.0
1564,CUST0000687027,0.0
1565,CUST0000686580,0.0
1566,CUST0000686158,0.0
1567,CUST0000686045,1.0
1568,CUST0000685886,0.0
1569,CUST0000685699,0.0
1570,CUST0000684800,0.0
1571,CUST0000684627,0.0
1572,CUST0000684245,1.0
1573,CUST0000684188,1.0
1574,CUST0000683937,0.0
1575,CUST0000683624,0.0
1576,CUST0000683554,0.0
1577,CUST0000682771,1.0
1578,CUST0000682663,1.0
1579,CUST0000682462,0.0
1580,CUST0000682212,0.0
1581,CUST0000682138,1.0
1582,CUST0000682120,0.0
1583,CUST0000682110,1.0
1584,CUST0000681997,0.0
1585,CUST0000681735,0.0
1586,CUST0000681227,0.0
1587,CUST0000681047,0.0
1588,CUST0000680983,0.0
1589,CUST0000680972,0.0
1590,CUST0000680928,0.0
1591,CUST0000680694,1.0
1592,CUST0000680689,0.0
1593,CUST0000680311,0.0
1594,CUST0000680051,0.0
1595,CUST0000679894,0.0
1596,CUST0000679829,1.0
1597,CUST0000679706,0.0
1598,CUST0000679415,0.0
1599,CUST0000679226,0.0
1600,CUST0000678391,0.0
1601,CUST0000678300,1.0
1602,CUST0000678277,0.0
1603,CUST0000678184,0.0
1604,CUST0000677532,0.0
1605,CUST0000677440,0.0
1606,CUST0000677237,0.0
1607,CUST0000677070,0.0
1608,CUST0000676995,0.0
1609,CUST0000676746,0.0
1610,CUST0000676446,0.0
1611,CUST0000676167,0.0
1612,CUST0000675844,0.0
1613,CUST0000675797,1.0
1614,CUST0000675272,0.0
1615,CUST0000674832,0.0
1616,CUST0000674767,1.0
1617,CUST0000674372,1.0
1618,CUST0000674288,0.0
1619,CUST0000673939,1.0
1620,CUST0000673744,1.0
1621,CUST0000673736,0.0
1622,CUST0000673256,0.0
1623,CUST0000673197,0.0
1624,CUST0000673133,1.0
1625,CUST0000673066,0.0
1626,CUST0000672930,1.0
1627,CUST0000672665,0.0
1628,CUST0000672612,0.0
1629,CUST0000672560,1.0
1630,CUST0000672497,1.0
1631,CUST0000672316,0.0
1632,CUST0000672263,0.0
1633,CUST0000672261,0.0
1634,CUST0000671743,0.0
1635,CUST0000671253,0.0
1636,CUST0000671159,1.0
1637,CUST0000671085,0.0
1638,CUST0000670740,1.0
1639,CUST0000670736,0.0
1640,CUST0000670676,0.0
1641,CUST0000670651,1.0
1642,CUST0000670504,0.0
1643,CUST0000670207,0.0
1644,CUST0000670191,0.0
1645,CUST0000670118,0.0
1646,CUST0000670072,0.0
1647,CUST0000669802,0.0
1648,CUST0000669669,1.0
1649,CUST0000669277,1.0
1650,CUST0000669138,0.0
1651,CUST0000668892,0.0
1652,CUST0000668226,1.0
1653,CUST0000668209,0.0
1654,CUST0000667758,1.0
1655,CUST0000667692,0.0
1656,CUST0000667131,0.0
1657,CUST0000666447,1.0
1658,CUST0000666276,0.0
1659,CUST0000666129,1.0
1660,CUST0000665935,1.0
1661,CUST0000665835,0.0
1662,CUST0000665542,0.0
1663,CUST0000665484,0.0
1664,CUST0000665227,0.0
1665,CUST0000665049,0.0
1666,CUST0000665019,0.0
1667,CUST0000664935,0.0
1668,CUST0000664767,0.0
1669,CUST0000664457,1.0
1670,CUST0000664278,0.0
1671,CUST0000664070,0.0
1672,CUST0000663881,1.0
1673,CUST0000663137,1.0
1674,CUST0000662970,0.0
1675,CUST0000662876,0.0
1676,CUST0000662729,1.0
1677,CUST0000662710,1.0
1678,CUST0000661833,1.0
1679,CUST0000661598,0.0
1680,CUST0000660742,0.0
1681,CUST0000660590,0.0
1682,CUST0000659863,0.0
1683,CUST0000659723,0.0
1684,CUST0000659646,0.0
1685,CUST0000659515,0.0
1686,CUST0000659351,0.0
1687,CUST0000659009,1.0
1688,CUST0000658739,0.0
1689,CUST0000658589,0.0
1690,CUST0000658490,0.0
1691,CUST0000658225,0.0
1692,CUST0000658002,1.0
1693,CUST0000657924,0.0
1694,CUST0000657439,1.0
1695,CUST0000657423,0.0
1696,CUST0000657173,1.0
1697,CUST0000657147,0.0
1698,CUST0000656926,1.0
1699,CUST0000656750,0.0
1700,CUST0000656457,1.0
1701,CUST0000656319,0.0
1702,CUST0000656130,0.0
1703,CUST0000655620,0.0
1704,CUST0000655617,0.0
1705,CUST0000655517,0.0
1706,CUST0000655437,0.0
1707,CUST0000655152,1.0
1708,CUST0000655015,0.0
1709,CUST0000654951,1.0
1710,CUST0000654686,0.0
1711,CUST0000654492,1.0
1712,CUST0000654184,0.0
1713,CUST0000654095,0.0
1714,CUST0000654017,0.0
1715,CUST0000653545,0.0
1716,CUST0000653413,0.0
1717,CUST0000653101,0.0
1718,CUST0000652788,1.0
1719,CUST0000652656,1.0
1720,CUST0000652579,0.0
1721,CUST0000652578,0.0
1722,CUST0000652173,0.0
1723,CUST0000651826,0.0
1724,CUST0000651261,0.0
1725,CUST0000651171,0.0
1726,CUST0000650810,0.0
1727,CUST0000650784,0.0
1728,CUST0000650760,1.0
1729,CUST0000650723,1.0
1730,CUST0000650694,0.0
1731,CUST0000650512,1.0
1732,CUST0000650255,1.0
1733,CUST0000650230,0.0
1734,CUST0000650053,1.0
1735,CUST0000649759,0.0
1736,CUST0000649480,1.0
1737,CUST0000648788,0.0
1738,CUST0000648598,0.0
1739,CUST0000648398,0.0
1740,CUST0000648182,0.0
1741,CUST0000647993,1.0
1742,CUST0000647649,0.0
1743,CUST0000647381,1.0
1744,CUST0000647281,0.0
1745,CUST0000647120,0.0
1746,CUST0000647016,0.0
1747,CUST0000647002,0.0
1748,CUST0000647000,0.0
1749,CUST0000646899,0.0
1750,CUST0000646796,0.0
1751,CUST0000646782,0.0
1752,CUST0000646727,0.0
1753,CUST0000646413,0.0
1754,CUST0000646404,0.0
1755,CUST0000646402,0.0
1756,CUST0000646378,0.0
1757,CUST0000645774,0.0
1758,CUST0000645743,1.0
1759,CUST0000645660,0.0
1760,CUST0000645503,1.0
1761,CUST0000645292,0.0
1762,CUST0000645135,0.0
1763,CUST0000644927,1.0
1764,CUST0000644632,0.0
1765,CUST0000644552,1.0
1766,CUST0000644550,0.0
1767,CUST0000644243,0.0
1768,CUST0000644004,0.0
1769,CUST0000643960,1.0
1770,CUST0000643482,1.0
1771,CUST0000643423,1.0
1772,CUST0000643410,0.0
1773,CUST0000643225,0.0
1774,CUST0000643107,0.0
1775,CUST0000643095,0.0
1776,CUST0000643072,0.0
1777,CUST0000643023,1.0
1778,CUST0000642749,0.0
1779,CUST0000642691,1.0
1780,CUST0000642605,0.0
1781,CUST0000642489,0.0
1782,CUST0000642434,0.0
1783,CUST0000642242,0.0
1784,CUST0000642103,0.0
1785,CUST0000642033,1.0
1786,CUST0000642022,1.0
1787,CUST0000641644,1.0
1788,CUST0000641510,0.0
1789,CUST0000641059,0.0
1790,CUST0000640695,0.0
1791,CUST0000640304,0.0
1792,CUST0000640297,0.0
1793,CUST0000640214,0.0
1794,CUST0000640095,0.0
1795,CUST0000640069,1.0
1796,CUST0000639926,0.0
1797,CUST0000639696,1.0
1798,CUST0000639530,0.0
1799,CUST0000639430,0.0
1800,CUST0000639274,0.0
1801,CUST0000639245,1.0
1802,CUST0000639103,0.0
1803,CUST0000638765,1.0
1804,CUST0000638750,1.0
1805,CUST0000638436,0.0
1806,CUST0000638188,1.0
1807,CUST0000637775,1.0
1808,CUST0000637566,0.0
1809,CUST0000637538,1.0
1810,CUST0000637466,0.0
1811,CUST0000637084,0.0
1812,CUST0000636345,0.0
1813,CUST0000636231,0.0
1814,CUST0000635984,0.0
1815,CUST0000635526,0.0
1816,CUST0000635153,0.0
1817,CUST0000635024,0.0
1818,CUST0000634919,0.0
1819,CUST0000634784,0.0
1820,CUST0000634693,0.0
1821,CUST0000634671,0.0
1822,CUST0000634199,0.0
1823,CUST0000633868,1.0
1824,CUST0000633837,1.0
1825,CUST0000633483,0.0
1826,CUST0000633460,0.0
1827,CUST0000633407,0.0
1828,CUST0000633360,0.0
1829,CUST0000633336,0.0
1830,CUST0000633060,1.0
1831,CUST0000632761,0.0
1832,CUST0000632050,0.0
1833,CUST0000631856,0.0
1834,CUST0000631798,0.0
1835,CUST0000631712,0.0
1836,CUST0000631445,0.0
1837,CUST0000631020,0.0
1838,CUST0000629791,1.0
1839,CUST0000629728,0.0
1840,CUST0000629704,0.0
1841,CUST0000629569,0.0
1842,CUST0000629332,0.0
1843,CUST0000629003,0.0
1844,CUST0000628932,1.0
1845,CUST0000628773,0.0
1846,CUST0000628705,0.0
1847,CUST0000628533,0.0
1848,CUST0000628301,1.0
1849,CUST0000628056,0.0
1850,CUST0000627983,0.0
1851,CUST0000627626,0.0
1852,CUST0000626899,0.0
1853,CUST0000626587,1.0
1854,CUST0000625641,1.0
1855,CUST0000625484,0.0
1856,CUST0000624980,1.0
1857,CUST0000624842,0.0
1858,CUST0000624683,0.0
1859,CUST0000624170,0.0
1860,CUST0000623970,1.0
1861,CUST0000623801,0.0
1862,CUST0000623415,0.0
1863,CUST0000623394,1.0
1864,CUST0000623303,0.0
1865,CUST0000623087,1.0
1866,CUST0000622978,0.0
1867,CUST0000622665,0.0
1868,CUST0000622531,0.0
1869,CUST0000622126,0.0
1870,CUST0000621860,0.0
1871,CUST0000621772,0.0
1872,CUST0000621694,1.0
1873,CUST0000621445,0.0
1874,CUST0000620929,0.0
1875,CUST0000620921,1.0
1876,CUST0000620867,0.0
1877,CUST0000620786,0.0
1878,CUST0000620656,0.0
1879,CUST0000620533,0.0
1880,CUST0000620170,1.0
1881,CUST0000620035,0.0
1882,CUST0000619787,0.0
1883,CUST0000619072,1.0
1884,CUST0000619031,1.0
1885,CUST0000619015,1.0
1886,CUST0000618985,0.0
1887,CUST0000618910,0.0
1888,CUST0000618726,1.0
1889,CUST0000618541,1.0
1890,CUST0000618279,1.0
1891,CUST0000618249,1.0
1892,CUST0000617762,1.0
1893,CUST0000616718,0.0
1894,CUST0000616695,1.0
1895,CUST0000616650,0.0
1896,CUST0000616432,1.0
1897,CUST0000616267,0.0
1898,CUST0000615829,0.0
1899,CUST0000615814,0.0
1900,CUST0000615362,1.0
1901,CUST0000615196,0.0
1902,CUST0000614846,0.0
1903,CUST0000614343,1.0
1904,CUST0000614278,0.0
1905,CUST0000614175,0.0
1906,CUST0000614041,1.0
1907,CUST0000613769,0.0
1908,CUST0000613659,1.0
1909,CUST0000613502,0.0
1910,CUST0000613366,0.0
1911,CUST0000613005,1.0
1912,CUST0000612909,0.0
1913,CUST0000612602,0.0
1914,CUST0000612498,0.0
1915,CUST0000612480,1.0
1916,CUST0000612371,1.0
1917,CUST0000612267,0.0
1918,CUST0000612210,0.0
1919,CUST0000611953,0.0
1920,CUST0000611895,0.0
1921,CUST0000611821,0.0
1922,CUST0000611695,1.0
1923,CUST0000611481,0.0
1924,CUST0000611296,0.0
1925,CUST0000611134,0.0
1926,CUST0000611042,1.0
1927,CUST0000611030,0.0
1928,CUST0000610945,1.0
1929,CUST0000610674,1.0
