,CUST_CODE,LAST_WEEK,LAST_DATE,TOTAl_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_XX,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,CHURN
1179,CUST0000743676,200613,2006-05-22,6,119.17,87,0,0,0,85,0,2,85,2,0,0,85,0,0,2,0,87,0,0,0,0
1180,CUST0000744624,200613,2006-05-28,4,153.50000000000003,0,0,63,0,61,1,1,61,2,0,0,0,1,61,1,0,28,33,0,2,1
1181,CUST0000749956,200607,2006-04-14,2,34.099999999999994,0,16,0,0,14,2,0,14,2,0,0,0,2,14,0,0,0,0,0,16,0
1182,CUST0000778224,200612,2006-05-20,2,45.23,0,21,0,0,19,2,0,19,2,0,0,0,0,21,0,0,2,19,0,0,1
1183,CUST0000789574,200613,2006-05-27,6,300.84,0,150,0,0,150,0,0,150,0,0,0,107,0,43,0,0,150,0,0,0,0
1184,CUST0000792017,200611,2006-05-13,1,32.03,19,0,0,0,19,0,0,19,0,0,0,0,0,19,0,0,19,0,0,0,1
1185,CUST0000797024,200612,2006-05-20,3,60.66,0,0,17,0,12,4,1,12,5,0,0,0,1,12,4,0,17,0,0,0,0
1186,CUST0000797981,200610,2006-05-03,1,49.56999999999999,26,0,0,0,26,0,0,26,0,0,0,0,0,26,0,0,26,0,0,0,0
1187,CUST0000808041,200614,2006-05-30,5,136.03,0,77,0,0,74,3,0,74,3,0,0,74,0,3,0,0,0,77,0,0,0
1188,CUST0000813194,200611,2006-05-12,2,108.59,0,45,0,0,45,0,0,45,0,0,0,0,0,45,0,0,0,0,0,45,0
1189,CUST0000816072,200614,2006-05-31,7,191.25,0,112,0,0,110,2,0,110,2,0,0,67,2,43,0,0,0,0,112,0,0
1190,CUST0000832339,200613,2006-05-24,4,149.26,0,0,68,0,66,0,2,66,2,0,0,2,0,66,0,0,0,0,2,66,0
1191,CUST0000834937,200613,2006-05-27,4,54.76,0,0,31,0,23,7,1,23,8,0,0,8,0,23,0,0,23,8,0,0,0
1192,CUST0000835390,200609,2006-04-25,1,41.06,0,0,18,0,18,0,0,18,0,0,0,0,18,0,0,0,0,0,18,0,0
1193,CUST0000835559,200613,2006-05-22,7,56.95,0,0,39,0,28,3,8,28,11,0,0,8,3,28,0,0,11,28,0,0,0
1194,CUST0000841571,200614,2006-05-29,16,381.14,0,187,0,0,174,2,11,174,13,0,0,80,6,101,0,0,187,0,0,0,0
1195,CUST0000844759,200610,2006-05-04,1,27.35,0,15,0,0,15,0,0,15,0,0,0,15,0,0,0,0,15,0,0,0,0
1196,CUST0000856241,200612,2006-05-15,1,35.85,0,22,0,0,22,0,0,22,0,0,0,0,0,22,0,0,0,0,0,22,1
1197,CUST0000872856,200613,2006-05-23,3,190.57,99,0,0,0,99,0,0,99,0,0,0,59,0,40,0,0,0,99,0,0,0
1198,CUST0000873299,200612,2006-05-21,6,282.86999999999995,0,0,80,0,77,3,0,73,3,4,0,40,21,19,0,0,0,3,4,73,0
1199,CUST0000874276,200613,2006-05-26,7,50.49,0,41,0,0,26,12,3,26,15,0,0,32,5,4,0,0,28,0,13,0,0
1200,CUST0000894701,200613,2006-05-22,5,207.88000000000005,0,110,0,0,109,0,1,109,1,0,0,0,0,109,1,0,110,0,0,0,0
1201,CUST0000902596,200614,2006-05-30,10,155.42000000000004,62,0,0,0,52,6,4,52,10,0,0,7,3,52,0,0,62,0,0,0,0
1202,CUST0000922878,200613,2006-05-23,5,110.25,0,102,0,0,102,0,0,102,0,0,0,38,0,64,0,0,102,0,0,0,0
1203,CUST0000925379,200611,2006-05-08,4,198.88000000000005,107,0,0,0,107,0,0,107,0,0,0,22,0,85,0,0,0,0,0,107,0
1204,CUST0000930601,200612,2006-05-16,6,177.69,72,0,0,0,68,3,1,68,4,0,0,1,3,68,0,0,72,0,0,0,0
1205,CUST0000930705,200613,2006-05-25,5,145.52999999999997,96,0,0,0,96,0,0,96,0,0,0,0,0,96,0,0,96,0,0,0,0
1206,CUST0000941769,200614,2006-05-29,4,209.42,0,0,101,0,101,0,0,101,0,0,0,101,0,0,0,0,101,0,0,0,0
1207,CUST0000947233,200608,2006-04-17,1,60.61000000000001,0,24,0,0,24,0,0,24,0,0,0,0,0,24,0,0,0,24,0,0,1
1208,CUST0000950812,200613,2006-05-25,2,87.89,0,0,33,0,33,0,0,33,0,0,0,18,0,15,0,0,33,0,0,0,0
1209,CUST0000985355,200609,2006-04-30,1,28.26,16,0,0,0,16,0,0,16,0,0,0,16,0,0,0,0,0,0,16,0,1
1210,CUST0000989103,200614,2006-05-29,1,66.83,0,26,0,0,26,0,0,26,0,0,0,0,0,26,0,0,0,26,0,0,0
1211,CUST0000997572,200613,2006-05-22,5,194.05,0,0,92,0,92,0,0,79,0,13,0,30,0,62,0,0,92,0,0,0,0
1212,CUST0000001148,200613,2006-05-28,4,11.46,0,0,6,0,0,1,5,0,6,0,0,6,0,0,0,0,6,0,0,0,0
1213,CUST0000005388,200612,2006-05-17,6,14.580000000000002,0,10,0,0,0,3,7,0,10,0,0,6,1,3,0,0,10,0,0,0,0
1214,CUST0000008879,200614,2006-05-30,3,7.47,5,0,0,0,0,3,2,0,5,0,0,1,4,0,0,0,3,2,0,0,0
1215,CUST0000010805,200613,2006-05-24,4,10.77,0,8,0,0,0,3,5,0,8,0,0,3,3,2,0,0,8,0,0,0,0
1216,CUST0000011182,200614,2006-05-29,5,22.78,0,13,0,0,0,12,1,0,13,0,0,10,3,0,0,0,0,13,0,0,0
1217,CUST0000011232,200610,2006-05-06,1,3.96,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,1
1218,CUST0000028030,200610,2006-05-06,1,2.62,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1
1219,CUST0000030374,200613,2006-05-25,2,11.12,0,9,0,0,0,9,0,0,9,0,0,9,0,0,0,0,5,0,0,4,0
1220,CUST0000037746,200614,2006-05-31,18,80.13,0,0,39,0,0,26,13,0,39,0,0,33,2,4,0,0,0,6,2,31,0
1221,CUST0000046097,200613,2006-05-22,9,28.55,0,21,0,0,0,18,3,0,21,0,0,16,5,0,0,0,0,21,0,0,0
1222,CUST0000049591,200613,2006-05-22,5,12.12,0,0,13,0,0,7,6,0,13,0,0,5,1,7,0,0,0,2,11,0,0
1223,CUST0000055396,200609,2006-04-29,2,9.29,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
1224,CUST0000060094,200612,2006-05-18,1,4.43,0,5,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,5,0,0,1
1225,CUST0000061695,200613,2006-05-26,11,52.36,0,36,0,0,0,29,7,0,36,0,0,22,2,12,0,0,31,5,0,0,0
1226,CUST0000062082,200613,2006-05-23,3,53.91,0,0,0,7,0,7,0,0,7,0,0,0,4,3,0,0,7,0,0,0,0
1227,CUST0000062382,200612,2006-05-15,1,3.23,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,1
1228,CUST0000079207,200612,2006-05-17,4,7.290000000000002,0,9,0,0,0,5,4,0,9,0,0,2,5,2,0,0,8,1,0,0,0
1229,CUST0000089459,200609,2006-04-24,4,8.15,0,0,7,0,0,4,3,0,7,0,0,2,0,0,5,0,0,7,0,0,0
1230,CUST0000092460,200614,2006-05-29,9,21.29,0,12,0,0,0,2,10,0,12,0,0,10,2,0,0,0,11,0,0,1,0
1231,CUST0000098337,200614,2006-05-29,5,15.630000000000004,0,11,0,0,0,8,3,0,11,0,0,6,0,4,1,0,6,3,0,2,1
1232,CUST0000105720,200614,2006-05-31,26,64.34,0,0,48,0,0,25,23,0,48,0,0,29,2,5,12,0,48,0,0,0,0
1233,CUST0000107151,200613,2006-05-27,2,19.02,0,0,5,0,0,5,0,0,5,0,0,0,2,3,0,0,2,0,0,3,0
1234,CUST0000109193,200610,2006-05-06,5,7.48,0,9,0,0,0,0,9,0,9,0,0,7,0,2,0,0,9,0,0,0,0
1235,CUST0000120453,200614,2006-05-30,10,19.19,0,0,17,0,0,6,11,0,17,0,0,4,6,6,1,0,0,2,0,15,0
1236,CUST0000121684,200607,2006-04-12,1,1.72,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,1
1237,CUST0000126668,200608,2006-04-19,2,3.95,3,0,0,0,0,2,1,0,3,0,0,2,0,0,1,0,0,3,0,0,0
1238,CUST0000131091,200612,2006-05-15,1,5.41,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1
1239,CUST0000134243,200614,2006-05-31,2,11.0,0,0,8,0,0,6,2,0,2,6,0,0,2,6,0,0,8,0,0,0,0
1240,CUST0000135514,200611,2006-05-12,1,16.08,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,0,0,6,0
1241,CUST0000138450,200613,2006-05-22,3,22.43,0,0,8,0,0,8,0,0,8,0,0,0,8,0,0,0,8,0,0,0,0
1242,CUST0000143092,200611,2006-05-14,2,2.93,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,0,0
1243,CUST0000147674,200614,2006-05-30,1,2.47,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1244,CUST0000154813,200610,2006-05-01,1,2.79,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,1
1245,CUST0000160617,200613,2006-05-22,1,5.8500000000000005,0,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,1
1246,CUST0000161967,200612,2006-05-15,6,54.03,0,20,0,0,0,16,4,0,20,0,0,16,2,2,0,0,0,2,0,18,0
1247,CUST0000162434,200612,2006-05-18,4,10.99,0,7,0,0,0,3,4,0,7,0,0,5,0,2,0,0,5,2,0,0,0
1248,CUST0000165473,200613,2006-05-25,2,2.83,0,0,2,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,2,0
1249,CUST0000166946,200614,2006-05-31,1,4.21,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0
1250,CUST0000178093,200609,2006-04-26,1,2.73,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1251,CUST0000178509,200609,2006-04-30,2,8.21,5,0,0,0,0,3,2,0,5,0,0,2,0,0,3,0,3,2,0,0,0
1252,CUST0000180588,200609,2006-04-26,2,8.94,0,0,5,0,0,4,1,0,5,0,0,0,4,0,1,0,5,0,0,0,0
1253,CUST0000190174,200612,2006-05-15,2,20.21,5,0,0,0,0,3,2,0,5,0,0,0,5,0,0,0,5,0,0,0,0
1254,CUST0000194560,200613,2006-05-25,1,2.29,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,1
1255,CUST0000195874,200613,2006-05-28,4,10.85,11,0,0,0,0,11,0,0,11,0,0,0,11,0,0,0,8,3,0,0,0
1256,CUST0000196121,200611,2006-05-12,2,13.14,0,5,0,0,0,5,0,0,5,0,0,0,2,3,0,0,5,0,0,0,0
1257,CUST0000197177,200614,2006-05-31,4,14.88,0,10,0,0,0,8,2,0,10,0,0,10,0,0,0,0,9,1,0,0,0
1258,CUST0000201801,200609,2006-04-25,3,28.64,0,0,8,0,0,7,1,0,8,0,0,8,0,0,0,0,8,0,0,0,0
1259,CUST0000203993,200613,2006-05-23,4,15.59,0,0,5,0,0,2,3,0,4,0,1,4,0,0,0,1,0,2,1,2,0
1260,CUST0000212093,200611,2006-05-14,2,0.06999999999999999,0,0,0,2,0,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,0
1261,CUST0000218587,200608,2006-04-21,2,0.8999999999999998,0,2,0,0,0,1,1,0,2,0,0,2,0,0,0,0,2,0,0,0,0
1262,CUST0000219249,200612,2006-05-21,9,41.8,30,0,0,0,0,25,5,0,30,0,0,8,15,4,3,0,0,30,0,0,0
1263,CUST0000223076,200614,2006-05-31,14,24.71,0,0,20,0,0,8,12,0,20,0,0,11,1,3,5,0,0,20,0,0,0
1264,CUST0000225331,200614,2006-05-30,4,13.3,0,0,6,0,0,3,3,0,6,0,0,1,2,0,3,0,6,0,0,0,0
1265,CUST0000229327,200614,2006-05-29,2,3.4,0,3,0,0,0,0,3,0,3,0,0,1,0,2,0,0,3,0,0,0,0
1266,CUST0000229424,200609,2006-04-28,3,8.95,5,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,5,0,0,0
1267,CUST0000229599,200613,2006-05-27,1,3.82,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1
1268,CUST0000243706,200610,2006-05-04,1,6.22,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
1269,CUST0000244450,200608,2006-04-21,1,1.81,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0
1270,CUST0000246094,200610,2006-05-04,2,4.77,0,4,0,0,0,0,4,0,4,0,0,2,0,0,2,0,0,4,0,0,0
1271,CUST0000253573,200614,2006-05-29,4,7.5299999999999985,0,0,8,0,0,3,5,0,8,0,0,6,0,2,0,0,8,0,0,0,0
1272,CUST0000254439,200613,2006-05-23,12,52.25,0,0,27,0,0,19,8,0,27,0,0,21,1,2,3,0,0,27,0,0,0
1273,CUST0000255420,200614,2006-05-30,2,6.14,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
1274,CUST0000256837,200614,2006-05-30,6,11.81,0,12,0,0,0,10,2,0,12,0,0,1,8,3,0,0,12,0,0,0,0
1275,CUST0000258756,200612,2006-05-20,6,17.13,0,14,0,0,0,9,5,0,14,0,0,6,2,6,0,0,0,14,0,0,0
1276,CUST0000263870,200614,2006-05-29,12,47.96,21,0,0,0,0,13,8,0,21,0,0,8,7,6,0,0,4,17,0,0,0
1277,CUST0000265073,200607,2006-04-15,1,5.52,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
1278,CUST0000288662,200612,2006-05-20,5,14.99,0,9,0,0,0,7,2,0,9,0,0,2,4,3,0,0,2,7,0,0,0
1279,CUST0000293101,200610,2006-05-02,2,2.24,0,5,0,0,0,5,0,0,5,0,0,0,1,0,4,0,0,5,0,0,0
1280,CUST0000295117,200612,2006-05-21,3,30.660000000000004,0,7,0,0,0,6,1,0,7,0,0,7,0,0,0,0,7,0,0,0,0
1281,CUST0000296012,200614,2006-05-29,3,6.3,0,7,0,0,0,3,4,0,7,0,0,5,0,2,0,0,0,7,0,0,0
1282,CUST0000311496,200612,2006-05-20,4,21.64,0,14,0,0,10,2,2,0,4,10,0,12,2,0,0,0,14,0,0,0,0
1283,CUST0000314465,200613,2006-05-27,2,5.03,4,0,0,0,0,3,1,0,4,0,0,1,3,0,0,0,1,0,3,0,0
1284,CUST0000318790,200613,2006-05-23,1,2.26,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1285,CUST0000326875,200612,2006-05-19,3,17.0,0,0,6,0,0,6,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0
1286,CUST0000346601,200609,2006-04-29,3,20.68,0,0,11,0,0,9,2,0,11,0,0,2,0,9,0,0,0,11,0,0,0
1287,CUST0000352666,200607,2006-04-12,1,3.04,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1
1288,CUST0000358723,200612,2006-05-21,10,14.64,0,26,0,0,0,19,7,0,26,0,0,16,8,2,0,0,26,0,0,0,0
1289,CUST0000360223,200612,2006-05-20,3,10.01,0,5,0,0,0,1,4,0,5,0,0,1,2,2,0,0,5,0,0,0,1
1290,CUST0000362641,200613,2006-05-25,9,13.36,13,0,0,0,0,3,10,0,13,0,0,8,2,2,1,0,4,7,2,0,0
1291,CUST0000365846,200613,2006-05-27,2,8.87,0,8,0,0,0,8,0,0,8,0,0,8,0,0,0,0,8,0,0,0,0
1292,CUST0000371044,200611,2006-05-13,1,12.46,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,1
1293,CUST0000373003,200614,2006-05-29,4,22.42,0,4,0,0,0,0,4,0,4,0,0,2,0,0,2,0,4,0,0,0,0
1294,CUST0000378500,200613,2006-05-24,4,3.98,0,7,0,0,0,3,4,0,7,0,0,3,4,0,0,0,0,3,4,0,0
1295,CUST0000380492,200614,2006-05-30,5,7.28,0,10,0,0,0,6,4,0,10,0,0,5,0,3,2,0,10,0,0,0,0
1296,CUST0000384891,200610,2006-05-05,2,3.29,0,3,0,0,0,2,1,0,3,0,0,3,0,0,0,0,1,2,0,0,1
1297,CUST0000392468,200614,2006-05-30,1,0.39,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1298,CUST0000392574,200612,2006-05-18,1,6.27,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0
1299,CUST0000398367,200614,2006-05-30,3,4.13,0,5,0,0,0,3,2,0,5,0,0,4,0,0,1,0,0,3,0,2,0
1300,CUST0000400678,200610,2006-05-07,2,2.5,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,1
1301,CUST0000404601,200610,2006-05-03,1,0.94,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1302,CUST0000418743,200609,2006-04-28,1,4.22,0,4,0,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0
1303,CUST0000426571,200612,2006-05-19,6,59.1,10,0,0,0,0,6,4,0,10,0,0,2,0,0,8,0,0,0,0,10,0
1304,CUST0000426698,200614,2006-05-29,1,7.27,5,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0
1305,CUST0000439727,200607,2006-04-11,1,3.02,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,1
1306,CUST0000444515,200613,2006-05-27,13,40.68000000000001,0,0,27,0,0,16,11,0,27,0,0,15,10,2,0,0,27,0,0,0,0
1307,CUST0000453050,200608,2006-04-22,1,0.56,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1308,CUST0000459058,200607,2006-04-16,1,0.95,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1
1309,CUST0000460983,200613,2006-05-27,8,12.590000000000002,15,0,0,0,0,3,12,0,15,0,0,15,0,0,0,0,15,0,0,0,0
1310,CUST0000462264,200614,2006-05-29,2,11.65,0,5,0,0,0,3,2,0,5,0,0,0,2,0,3,0,0,5,0,0,0
1311,CUST0000467095,200613,2006-05-28,7,58.1,0,20,0,0,0,14,6,0,15,5,0,12,8,0,0,0,20,0,0,0,0
1312,CUST0000473207,200607,2006-04-13,1,7.36,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0
1313,CUST0000480003,200613,2006-05-28,7,50.37,0,19,0,0,0,15,4,0,19,0,0,16,3,0,0,0,0,19,0,0,0
1314,CUST0000481090,200613,2006-05-22,10,35.1,0,25,0,0,0,19,6,0,25,0,0,15,3,7,0,0,25,0,0,0,0
1315,CUST0000489934,200613,2006-05-26,8,42.11,0,0,26,0,0,22,4,0,26,0,0,26,0,0,0,0,15,11,0,0,0
1316,CUST0000491740,200612,2006-05-18,3,10.079999999999998,9,0,0,0,0,9,0,0,9,0,0,3,0,4,2,0,0,9,0,0,0
1317,CUST0000492656,200609,2006-04-24,2,4.55,6,0,0,0,0,4,2,0,6,0,0,6,0,0,0,0,0,0,0,6,0
1318,CUST0000500474,200613,2006-05-24,4,16.15,0,11,0,0,0,7,4,0,11,0,0,5,0,6,0,0,11,0,0,0,0
1319,CUST0000520652,200612,2006-05-21,6,15.16,0,0,13,0,0,9,4,0,13,0,0,9,1,3,0,0,12,1,0,0,0
1320,CUST0000538613,200613,2006-05-24,6,31.28,0,0,17,0,0,14,3,0,17,0,0,6,7,4,0,0,6,11,0,0,1
1321,CUST0000538692,200613,2006-05-27,17,15.67,0,20,0,0,0,2,18,0,20,0,0,1,17,0,2,0,0,20,0,0,0
1322,CUST0000541290,200613,2006-05-25,2,3.26,0,4,0,0,0,3,1,0,4,0,0,0,1,3,0,0,1,0,0,3,0
1323,CUST0000541791,200608,2006-04-23,1,3.23,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,1
1324,CUST0000542234,200613,2006-05-27,8,35.92,0,0,14,0,0,6,8,0,14,0,0,9,2,2,1,0,4,1,5,4,0
1325,CUST0000542772,200613,2006-05-28,10,27.36,0,23,0,0,0,14,9,0,23,0,0,17,0,5,1,0,1,0,22,0,0
1326,CUST0000544286,200607,2006-04-14,1,3.13,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,1
1327,CUST0000551216,200610,2006-05-02,1,5.42,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0
1328,CUST0000557099,200607,2006-04-10,1,9.98,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0
1329,CUST0000559052,200610,2006-05-05,1,1.09,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1330,CUST0000559823,200613,2006-05-25,3,2.3200000000000003,0,6,0,0,0,0,6,0,6,0,0,0,0,6,0,0,2,0,4,0,0
1331,CUST0000560001,200611,2006-05-12,2,7.67,0,5,0,0,0,4,1,0,5,0,0,5,0,0,0,0,5,0,0,0,0
1332,CUST0000565865,200608,2006-04-23,2,7.92,0,3,0,0,0,2,1,0,3,0,0,1,2,0,0,0,3,0,0,0,0
1333,CUST0000568005,200612,2006-05-15,1,1.19,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0
1334,CUST0000568148,200613,2006-05-25,5,9.08,0,0,12,0,0,10,2,0,12,0,0,9,0,3,0,0,12,0,0,0,0
1335,CUST0000577947,200612,2006-05-16,4,8.76,0,8,0,0,0,6,2,0,8,0,0,5,0,3,0,0,7,1,0,0,0
1336,CUST0000580080,200612,2006-05-18,5,10.19,0,10,0,0,0,7,3,0,10,0,0,8,2,0,0,0,10,0,0,0,0
1337,CUST0000585638,200614,2006-05-31,23,145.98,0,0,47,0,0,33,14,0,45,0,2,30,3,6,6,2,10,37,0,0,0
1338,CUST0000586117,200610,2006-05-07,1,5.4,0,0,4,0,0,4,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0
1339,CUST0000588827,200612,2006-05-19,11,63.51000000000001,0,23,0,0,0,15,8,0,23,0,0,9,3,10,1,0,23,0,0,0,0
1340,CUST0000589724,200611,2006-05-12,2,4.25,0,3,0,0,0,2,1,0,3,0,0,2,1,0,0,0,3,0,0,0,0
1341,CUST0000595333,200612,2006-05-19,2,2.58,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
1342,CUST0000602766,200610,2006-05-07,2,26.82,0,0,12,0,0,12,0,0,12,0,0,12,0,0,0,0,12,0,0,0,0
1343,CUST0000603535,200610,2006-05-07,4,20.56,0,11,0,0,0,10,1,0,11,0,0,8,3,0,0,0,7,4,0,0,0
1344,CUST0000603826,200613,2006-05-28,1,5.28,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,1
1345,CUST0000605708,200613,2006-05-27,5,7.64,9,0,0,0,0,6,3,0,8,0,1,3,3,0,2,1,9,0,0,0,0
1346,CUST0000619787,200613,2006-05-25,24,130.55,0,0,52,0,0,41,11,0,52,0,0,26,6,13,7,0,52,0,0,0,0
1347,CUST0000625484,200613,2006-05-22,3,12.329999999999998,5,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,5,0,0,0,0
1348,CUST0000628533,200611,2006-05-11,4,14.88,0,9,0,0,0,5,4,0,9,0,0,5,0,4,0,0,0,9,0,0,0
1349,CUST0000633336,200612,2006-05-16,1,2.55,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0
1350,CUST0000656750,200608,2006-04-21,2,5.33,0,3,0,0,0,2,1,0,3,0,0,2,1,0,0,0,0,3,0,0,0
1351,CUST0000659351,200611,2006-05-13,1,4.33,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0
1352,CUST0000659646,200611,2006-05-09,4,9.7,11,0,0,0,0,8,3,0,11,0,0,6,1,4,0,0,11,0,0,0,0
1353,CUST0000662876,200607,2006-04-11,1,4.68,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1
1354,CUST0000665227,200613,2006-05-24,6,22.24,0,12,0,0,0,7,5,0,12,0,0,7,2,3,0,0,12,0,0,0,0
1355,CUST0000671743,200611,2006-05-12,1,7.79,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0
1356,CUST0000673736,200612,2006-05-15,3,6.36,0,0,6,0,0,3,3,0,6,0,0,4,0,2,0,0,0,6,0,0,0
1357,CUST0000675797,200614,2006-05-30,6,16.07,0,0,9,0,0,7,2,0,9,0,0,6,1,0,2,0,4,0,5,0,0
1358,CUST0000677237,200609,2006-04-26,2,11.6,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
1359,CUST0000688346,200614,2006-05-30,2,9.2,4,0,0,0,0,2,2,0,4,0,0,4,0,0,0,0,4,0,0,0,0
1360,CUST0000689627,200608,2006-04-18,1,1.4,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0
1361,CUST0000690958,200614,2006-05-30,1,1.97,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,1
1362,CUST0000694372,200608,2006-04-22,3,7.32,0,8,0,0,0,8,0,0,8,0,0,6,2,0,0,0,3,5,0,0,0
1363,CUST0000701483,200613,2006-05-27,12,126.65,0,0,31,0,0,28,3,0,31,0,0,17,8,0,6,0,27,0,4,0,0
1364,CUST0000711788,200611,2006-05-14,3,8.31,0,0,5,0,0,2,3,0,5,0,0,4,1,0,0,0,5,0,0,0,0
1365,CUST0000717763,200607,2006-04-10,1,1.66,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1366,CUST0000718427,200613,2006-05-26,2,2.3200000000000003,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,1
1367,CUST0000721930,200612,2006-05-19,2,14.38,5,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,1
1368,CUST0000726295,200613,2006-05-28,3,9.5,3,0,0,0,0,1,2,0,3,0,0,2,0,0,1,0,3,0,0,0,0
1369,CUST0000726971,200607,2006-04-14,1,0.17,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1370,CUST0000730199,200610,2006-05-07,2,3.06,5,0,0,0,0,4,1,0,5,0,0,4,1,0,0,0,5,0,0,0,0
1371,CUST0000730614,200614,2006-05-30,16,70.45,0,0,31,0,0,22,9,0,31,0,0,6,18,5,2,0,31,0,0,0,0
1372,CUST0000735379,200612,2006-05-17,1,6.24,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0
1373,CUST0000747344,200611,2006-05-14,6,15.31,15,0,0,0,0,9,6,0,15,0,0,11,2,0,2,0,15,0,0,0,0
1374,CUST0000748260,200613,2006-05-23,2,6.739999999999999,0,0,0,5,0,4,1,0,5,0,0,4,1,0,0,0,0,5,0,0,0
1375,CUST0000753729,200614,2006-05-31,1,8.15,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0
