CUST_CODE,TOTAL_QUANTITY,TOTAL_SPEND,TOTAL_COME,STORE_FORMAT
CUST0000200724,14,42.42,1,LS
CUST0000200864,5,3.4099999999999997,1,XLS
CUST0000200864,347,471.8499999999998,55,LS
CUST0000200917,525,484.53999999999917,109,MS
CUST0000200917,12,10.52,5,XLS
CUST0000200917,41,37.120000000000005,22,LS
CUST0000201287,17,48.84,1,LS
CUST0000201463,1,0.25,1,LS
CUST0000201801,3,1.35,2,SS
CUST0000201801,34,59.620000000000005,8,LS
CUST0000201801,7,20.9,1,MS
CUST0000201981,175,257.45,14,MS
CUST0000202206,24,27.270000000000003,5,XLS
CUST0000202206,15,9.2999999999999989,7,SS
CUST0000202206,1,0.67,1,LS
CUST0000202476,22,36.73,5,LS
CUST0000202476,24,72.87,1,SS
CUST0000202476,4,37.92,1,MS
CUST0000202713,156,189.67000000000002,12,LS
CUST0000202713,2,2.75,1,MS
CUST0000202837,155,280.88,31,LS
CUST0000202837,11,11.17,1,MS
CUST0000202837,2,2.76,1,SS
CUST0000203043,272,363.66999999999973,61,LS
CUST0000203059,407,350.33000000000004,48,LS
CUST0000203059,1464,1295.669999999996,166,MS
CUST0000203419,30,37.050000000000004,1,LS
CUST0000203491,94,123.53999999999999,20,MS
CUST0000203491,9,6.79,2,LS
CUST0000203671,1,1.07,1,MS
CUST0000203680,13,12.530000000000001,3,LS
CUST0000203680,56,52.599999999999994,5,MS
CUST0000203680,12,14.310000000000002,1,XLS
CUST0000203720,3,1.9100000000000001,1,LS
CUST0000203993,41,105.65,5,XLS
CUST0000203993,66,77.01,27,SS
CUST0000203993,163,263.92,49,MS
CUST0000204018,1365,1456.2800000000007,398,MS
CUST0000204018,22,17.5,7,LS
CUST0000204018,13,8.91,5,SS
CUST0000204088,10,16.11,1,SS
CUST0000204088,49,62.06,19,LS
CUST0000204102,2,3.31,1,XLS
CUST0000204102,1564,2036.4599999999989,305,LS
CUST0000204102,9,12.129999999999999,4,MS
CUST0000204216,21,27.819999999999997,1,MS
CUST0000204216,9,6.24,7,SS
CUST0000204216,2564,2967.82999999999,106,XLS
CUST0000204592,34,45.68,7,MS
CUST0000205018,85,110.03,10,SS
CUST0000205301,22,46.33,2,XLS
CUST0000205301,2630,3630.7699999999941,81,MS
CUST0000205301,406,539.59000000000026,22,LS
CUST0000205547,10,21.1,2,SS
CUST0000205547,988,1684.6099999999985,82,LS
CUST0000205547,75,106.97,5,MS
CUST0000205671,1,0.98,1,SS
CUST0000205747,72,71.85,10,LS
CUST0000205747,15,116.31,1,SS
CUST0000206035,2537,3486.8899999999985,127,LS
CUST0000206165,19,19.220000000000002,1,MS
CUST0000206190,1,0.42,1,XLS
CUST0000206190,847,1185.869999999999,45,LS
CUST0000206442,1,4.99,1,SS
CUST0000206442,714,1360.5599999999997,60,LS
CUST0000206442,4,6.1499999999999995,2,XLS
CUST0000206542,440,274.53000000000003,118,MS
CUST0000206542,210,112.35000000000001,26,LS
CUST0000206721,325,390.26,42,MS
CUST0000206721,233,275.23,40,LS
CUST0000206868,3528,5245.0599999999959,217,LS
CUST0000207011,18,21.15,1,LS
CUST0000207778,3,3.33,1,MS
CUST0000207778,2314,2882.8199999999983,178,LS
CUST0000208533,4122,4605.1999999999825,280,LS
CUST0000208588,2,1.3900000000000001,1,LS
CUST0000208677,512,568.83000000000027,74,MS
CUST0000208677,13,18.03,1,LS
CUST0000208808,13,11.73,4,LS
CUST0000208854,21,24.060000000000002,1,LS
CUST0000208981,32,35.27,9,LS
CUST0000209037,15,25.96,3,LS
CUST0000209037,77,71.97,5,XLS
CUST0000209037,1387,1355.7100000000044,188,MS
CUST0000209051,226,247.00999999999991,18,MS
CUST0000209051,13,9.67,1,SS
CUST0000209051,2,3.73,1,LS
CUST0000209339,70,164.48,5,LS
CUST0000209646,346,500.18999999999983,44,LS
CUST0000209646,1,0.68,1,SS
CUST0000210083,33,66.51,8,LS
CUST0000210083,1277,1621.3100000000004,187,XLS
CUST0000211047,795,1150.4600000000007,45,LS
CUST0000211047,6,4.9700000000000006,2,MS
CUST0000211047,28,33.44,21,XLS
CUST0000211064,21,17.4,19,MS
CUST0000211064,136,116.15,34,LS
CUST0000211064,55,103.17999999999999,32,SS
CUST0000211321,47,73.32,3,XLS
CUST0000211321,41,61.140000000000008,1,MS
CUST0000211389,36,54.5,3,LS
CUST0000211407,27,40.460000000000008,2,LS
CUST0000211407,24,24.87,4,MS
CUST0000211673,18,16.009999999999998,4,MS
CUST0000211673,11,9.66,2,LS
CUST0000212016,307,459.3,16,MS
CUST0000212016,87,165.43,6,XLS
CUST0000212016,1183,1722.6899999999998,42,LS
CUST0000212093,22,0.22000000000000003,5,LS
CUST0000212148,187,301.28000000000009,43,LS
CUST0000212148,60,110.66,22,MS
CUST0000212216,95,163.51999999999998,23,LS
CUST0000212216,366,525.06,26,MS
CUST0000212223,4060,4021.8400000000092,136,LS
CUST0000212223,38,99.639999999999986,3,MS
CUST0000212431,62,59.370000000000005,6,MS
CUST0000212519,163,293.29000000000008,20,LS
CUST0000212677,7,16.75,1,LS
CUST0000212869,5,3.9999999999999996,1,MS
CUST0000212869,1640,2975.3000000000006,225,LS
CUST0000213425,104,97.110000000000014,13,LS
CUST0000213530,242,316.39,18,XLS
CUST0000213878,58,60.230000000000018,10,SS
CUST0000213878,4,4.96,1,MS
CUST0000213878,248,284.95999999999992,13,LS
CUST0000213897,13,37.260000000000005,1,LS
CUST0000213955,1,0.92,1,LS
CUST0000213955,844,1479.0699999999968,87,XLS
CUST0000213978,43,66.72,3,MS
CUST0000213978,153,264.84000000000003,12,LS
CUST0000214212,204,447.66999999999996,52,SS
CUST0000214212,31,20.76,1,XLS
CUST0000214363,7,14.030000000000001,4,MS
CUST0000214363,942,1356.3299999999988,61,LS
CUST0000214609,107,116.41000000000003,13,LS
CUST0000214629,4,5.74,1,MS
CUST0000214716,46,54.260000000000005,11,XLS
CUST0000214716,15,19.51,1,LS
CUST0000214716,6,4.27,1,SS
CUST0000214716,342,518.34999999999991,69,MS
CUST0000214748,657,920.26000000000067,69,LS
CUST0000214748,526,681.8299999999997,33,XLS
CUST0000215116,156,232.32000000000008,40,LS
CUST0000215116,586,865.06000000000017,141,MS
CUST0000215116,35,54.980000000000004,3,SS
CUST0000215484,23,23.36,2,MS
CUST0000215521,632,552.59999999999968,54,LS
CUST0000215521,6,3.37,3,SS
CUST0000215621,3058,2931.6999999999889,364,LS
CUST0000215621,25,11.659999999999998,2,MS
CUST0000215689,830,1235.8600000000001,89,LS
CUST0000215689,12,14.82,2,SS
CUST0000216101,9,10.5,3,MS
CUST0000216317,422,499.33999999999969,47,LS
CUST0000216551,47,53.91,6,LS
CUST0000217297,188,164.23999999999998,26,MS
CUST0000217478,585,628.67000000000007,45,LS
CUST0000217478,321,406.41,50,MS
CUST0000217499,11,17.240000000000002,1,LS
CUST0000217653,162,232.25,4,LS
CUST0000217740,4,3.48,1,LS
CUST0000218237,2,2.81,1,XLS
CUST0000218237,1488,1520.0900000000006,131,LS
CUST0000218305,1992,2491.6400000000003,75,MS
CUST0000218305,585,797.5600000000004,42,LS
CUST0000218587,4,4.67,1,MS
CUST0000218587,77,58.489999999999995,23,LS
CUST0000218633,41,62.959999999999994,4,LS
CUST0000218633,73,185.41999999999996,17,MS
CUST0000218633,169,224.14000000000004,87,SS
CUST0000218956,117,182.39,15,LS
CUST0000219153,846,1522.3700000000019,188,LS
CUST0000219249,1,0.71,1,SS
CUST0000219249,526,665.13000000000125,149,MS
CUST0000219524,850,833.81000000000017,40,LS
CUST0000219524,24,33.92,12,SS
CUST0000219536,1,0.61,1,MS
CUST0000219536,1,4.03,1,LS
CUST0000219699,3363,3776.8599999999979,103,LS
CUST0000219699,2,4.58,1,SS
CUST0000219699,7,5.59,7,XLS
CUST0000219780,23,34.65,3,LS
CUST0000219808,1,0.08,1,LS
CUST0000220115,14,12.190000000000001,3,SS
CUST0000220115,168,230.12000000000012,44,LS
CUST0000220115,386,414.27999999999986,99,MS
CUST0000220115,6,7.91,3,XLS
CUST0000220331,21,32.71,6,MS
CUST0000220331,2537,4364.5700000000006,186,LS
CUST0000220331,8,2.64,1,SS
CUST0000220595,177,203.04999999999995,6,LS
CUST0000220595,154,184.11,19,MS
CUST0000220735,23,17.95,1,LS
CUST0000220920,151,74.089999999999947,47,MS
CUST0000220920,39,77.9,3,LS
CUST0000220920,4,1.18,1,XLS
CUST0000221017,71,87.669999999999987,6,MS
CUST0000221017,729,1078.42,58,LS
CUST0000221060,12,19.72,1,LS
CUST0000221352,22,21.689999999999998,2,LS
CUST0000221356,661,1150.3100000000002,57,MS
CUST0000221356,201,477.62000000000012,11,LS
CUST0000221361,349,550.72000000000037,37,LS
CUST0000221361,1,0.21,1,MS
CUST0000222195,66,116.54,9,XLS
CUST0000222318,41,45.67,8,MS
CUST0000222318,1250,1342.1799999999987,102,LS
CUST0000223076,3,3.6499999999999995,2,SS
CUST0000223076,11,5.379999999999999,3,LS
CUST0000223076,747,851.58999999999878,263,MS
CUST0000223188,3,2.8400000000000003,1,SS
CUST0000223188,1792,1602.3000000000006,87,XLS
CUST0000223188,43,73.54,4,MS
CUST0000223188,85,117.26999999999998,7,LS
CUST0000223323,37,30.25,6,LS
CUST0000223618,22,38.66,1,LS
CUST0000223725,533,422.53999999999991,86,SS
CUST0000223725,20,19.509999999999998,4,MS
CUST0000223725,34,34.73,3,LS
CUST0000223968,14,21.58,7,SS
CUST0000223968,1,0.35,1,XLS
CUST0000223968,439,703.2300000000007,30,LS
CUST0000224082,4,2.84,1,LS
CUST0000224145,2336,2228.3499999999935,155,MS
CUST0000224232,28,47.69,1,LS
CUST0000224335,433,664.04999999999927,106,LS
CUST0000224482,7,0.069999999999999993,5,XLS
CUST0000224482,96,107.02999999999999,4,LS
CUST0000224516,1098,1331.4000000000005,158,LS
CUST0000224524,431,729.57,69,MS
CUST0000224524,10,9.34,7,SS
CUST0000224524,985,1402.1999999999998,85,LS
CUST0000224524,8,7.59,2,XLS
CUST0000224627,18,15.75,1,LS
CUST0000224690,16,6.24,1,LS
CUST0000224831,164,182.0,9,LS
CUST0000225040,262,401.89999999999986,22,XLS
CUST0000225193,93,218.01999999999998,6,LS
CUST0000225193,2,4.99,1,MS
CUST0000225213,614,698.52999999999952,55,LS
CUST0000225213,39,94.39,5,XLS
CUST0000225324,942,654.999999999997,322,SS
CUST0000225324,13,8.009999999999998,1,LS
CUST0000225331,13,30.489999999999995,4,MS
CUST0000225331,43,120.46000000000001,15,LS
CUST0000225488,45,53.61,16,LS
CUST0000225488,3,2.72,2,SS
CUST0000225582,120,203.66999999999996,30,LS
CUST0000225582,10,11.469999999999999,3,SS
CUST0000225754,785,992.07000000000016,92,MS
CUST0000225754,426,522.26000000000022,34,LS
CUST0000225827,70,101.82999999999998,33,MS
CUST0000225827,22,23.03,13,SS
CUST0000225827,592,691.28000000000065,234,LS
CUST0000226332,28,35.19,1,MS
CUST0000227013,6,4.8500000000000005,2,XLS
CUST0000227013,132,89.64,17,LS
CUST0000227013,698,385.48000000000013,54,MS
CUST0000227053,218,174.94000000000017,67,MS
CUST0000227166,37,29.290000000000003,8,LS
CUST0000227166,4,1.52,1,XLS
CUST0000227265,429,448.22999999999979,23,LS
CUST0000227265,74,108.56000000000002,7,MS
CUST0000227265,5,1.22,4,SS
CUST0000227398,21,27.39,1,XLS
CUST0000227529,3,6.39,1,LS
CUST0000227529,3,6.34,1,SS
CUST0000227536,15,25.12,2,SS
CUST0000227536,21,37.01,3,XLS
CUST0000227536,492,865.8299999999997,16,LS
CUST0000227536,132,209.73999999999998,56,MS
CUST0000227629,271,371.89999999999992,18,LS
CUST0000227629,1284,1831.9800000000002,199,SS
CUST0000227629,219,321.84000000000003,35,MS
CUST0000227752,15,14.079999999999998,3,MS
CUST0000228256,1327,1743.2400000000016,101,LS
CUST0000228256,100,125.82,8,MS
CUST0000228788,1,0.46,1,MS
CUST0000228788,484,675.01,49,LS
CUST0000228941,84,144.62,15,LS
CUST0000228962,2315,3296.1099999999828,86,LS
CUST0000229117,336,500.97,26,LS
CUST0000229117,5,5.09,1,MS
CUST0000229117,18,42.879999999999995,3,XLS
CUST0000229149,153,270.82,10,LS
CUST0000229327,13,233.83,8,LS
CUST0000229327,6,7.8599999999999994,2,MS
CUST0000229424,2,1.99,1,SS
CUST0000229424,262,273.69999999999993,97,MS
CUST0000229532,3,4.71,1,LS
CUST0000229532,29,34.93,4,MS
CUST0000229599,234,297.34999999999991,14,LS
CUST0000230291,4,4.48,1,MS
CUST0000230291,93,137.9,9,SS
CUST0000230647,24,26.71,1,MS
CUST0000231131,15,14.989999999999998,2,MS
CUST0000231131,2265,2540.1500000000015,281,LS
CUST0000231364,122,140.69,11,XLS
CUST0000231364,5,7.52,1,LS
CUST0000231364,684,787.06999999999937,61,MS
CUST0000231675,137,176.58,6,LS
CUST0000231774,1309,1173.5799999999972,139,LS
CUST0000231954,3,6.35,2,XLS
CUST0000232167,54,77.16,7,MS
CUST0000232167,23,11.670000000000002,2,SS
CUST0000232167,26,38.21,3,LS
CUST0000232172,835,1029.2199999999993,175,LS
CUST0000232876,133,176.07,25,MS
CUST0000232876,333,384.34999999999985,31,LS
CUST0000232995,2,2.33,1,LS
CUST0000233205,881,779.97000000000162,124,LS
CUST0000233658,11,7.27,2,MS
CUST0000233658,392,434.92999999999984,31,LS
CUST0000234065,10,17.16,1,LS
CUST0000234190,3344,3615.6499999999851,265,SS
CUST0000234190,37,49.230000000000004,11,MS
CUST0000234190,547,590.0,71,LS
CUST0000234209,47,52.4,2,LS
CUST0000234511,51,91.570000000000007,10,SS
CUST0000234511,764,1326.2000000000003,70,LS
CUST0000234581,1,0.44,1,SS
CUST0000235664,368,419.39999999999975,99,MS
CUST0000235664,365,475.39999999999969,70,LS
CUST0000235758,118,190.01000000000002,18,LS
CUST0000235758,90,90.62,29,XLS
CUST0000235758,53,48.220000000000013,13,SS
CUST0000235779,1,0.83,1,LS
CUST0000235779,595,484.12999999999988,132,MS
CUST0000236124,20,30.509999999999998,10,MS
CUST0000236124,2907,3869.2399999999889,135,LS
CUST0000236124,2,3.29,1,SS
CUST0000236697,2380,2220.0599999999922,118,LS
CUST0000236834,18,31.250000000000004,1,LS
CUST0000237694,59,47.400000000000006,30,SS
CUST0000237694,1,0.41,1,MS
CUST0000237812,13,19.490000000000002,1,MS
CUST0000238094,4,4.34,1,XLS
CUST0000238094,134,206.7,12,LS
CUST0000238094,25,36.79,8,MS
CUST0000238146,323,606.93000000000006,40,MS
CUST0000238212,26,36.47,1,LS
CUST0000238658,2563,3884.5600000000072,277,LS
CUST0000238658,2,15.83,1,MS
CUST0000238866,7,8.44,5,MS
CUST0000238866,724,824.31,137,LS
CUST0000238956,4,6.18,2,MS
CUST0000238956,39,47.91,7,SS
CUST0000238956,1276,1466.6000000000008,127,LS
CUST0000239627,8,5.5500000000000007,1,LS
CUST0000239683,1227,1208.96,92,MS
CUST0000239683,34,51.84,3,LS
CUST0000239699,865,1070.440000000001,89,LS
CUST0000239699,351,403.20999999999992,75,XLS
CUST0000239986,10,15.270000000000001,4,MS
CUST0000239986,48,46.2,12,XLS
CUST0000239986,1786,2068.0400000000054,189,LS
CUST0000239986,1,1.23,1,SS
CUST0000240185,94,131.14,7,LS
CUST0000240228,49,101.81,12,XLS
CUST0000240228,1,1.54,1,MS
CUST0000240228,9,9.81,4,SS
CUST0000240228,1871,3118.9199999999973,196,LS
CUST0000240244,493,597.59999999999968,73,LS
CUST0000240277,1674,1714.249999999995,250,LS
CUST0000240308,3117,4920.7599999999984,90,LS
CUST0000240308,180,363.77,12,MS
CUST0000240308,5,12.319999999999999,2,SS
CUST0000240359,13,21.29,3,LS
CUST0000240359,3,2.88,1,MS
CUST0000240613,104,161.93,12,LS
CUST0000240613,466,795.79999999999984,36,XLS
CUST0000240613,6,7.7999999999999989,1,MS
CUST0000240651,22,32.839999999999996,2,LS
CUST0000240651,187,215.82999999999998,14,MS
CUST0000240651,58,130.53,7,SS
CUST0000241118,6,8.49,1,SS
CUST0000241252,1291,2110.9400000000037,81,LS
CUST0000241254,1707,1464.8200000000011,57,LS
CUST0000241476,13,19.85,1,LS
CUST0000241522,12,14.82,5,SS
CUST0000241970,8,26.080000000000002,5,LS
CUST0000241970,4,5.23,1,XLS
CUST0000242140,123,196.64000000000004,5,MS
CUST0000242357,154,209.61,38,LS
CUST0000242508,19,26.22,6,LS
CUST0000242508,1941,2225.3799999999992,90,MS
CUST0000242769,21,38.9,3,LS
CUST0000242953,82,115.59,15,LS
CUST0000242953,109,172.34000000000003,13,XLS
CUST0000242953,9,9.4599999999999991,9,SS
CUST0000242953,1121,1819.2800000000004,70,MS
CUST0000243024,885,1342.679999999998,73,LS
CUST0000243284,16,20.41,1,XLS
CUST0000243335,32,48.59,8,LS
CUST0000243706,17,18.209999999999997,7,LS
CUST0000244088,11,14.18,1,LS
CUST0000244127,76,120.23000000000002,3,LS
CUST0000244205,47,44.8,2,LS
CUST0000244418,40,53.88000000000001,14,LS
CUST0000244418,283,489.99999999999989,38,MS
CUST0000244450,13,10.780000000000001,4,LS
CUST0000244450,5,3.51,2,SS
CUST0000244654,789,1149.8899999999994,155,XLS
CUST0000244654,78,96.799999999999983,14,LS
CUST0000244654,1,7.44,1,MS
CUST0000244913,601,873.13000000000056,53,LS
CUST0000244913,197,205.76000000000002,19,MS
CUST0000245024,69,109.56,16,LS
CUST0000245257,32,35.739999999999995,4,MS
CUST0000245743,45,27.97,4,MS
CUST0000245743,18,23.400000000000006,1,SS
CUST0000245743,162,206.4,10,LS
CUST0000245750,243,215.86999999999986,29,SS
CUST0000246087,15,22.419999999999998,5,SS
CUST0000246087,307,636.07000000000039,38,MS
CUST0000246094,154,231.01000000000005,72,MS
CUST0000246094,7,6.46,5,LS
CUST0000246289,33,26.03,5,MS
CUST0000246289,15,18.1,7,LS
CUST0000246911,8,6.07,3,LS
CUST0000246921,317,280.75999999999993,6,LS
CUST0000246937,11,12.329999999999998,3,MS
CUST0000246937,39,69.7,4,XLS
CUST0000246937,918,1748.7799999999995,143,LS
CUST0000246949,7,9.129999999999999,3,MS
CUST0000246949,378,462.7700000000001,47,LS
CUST0000247029,10,5.64,1,LS
CUST0000247100,1,0.3,1,LS
CUST0000247100,322,275.55000000000007,50,SS
CUST0000247100,96,154.74,37,MS
CUST0000247910,24,37.14,4,LS
CUST0000247910,12,18.74,4,MS
CUST0000247910,48,51.790000000000006,7,XLS
CUST0000248020,4,20.33,1,LS
CUST0000248193,40,52.87,19,LS
CUST0000248231,620,762.780000000001,36,LS
CUST0000248231,3,4.65,1,SS
CUST0000248231,6,5.13,3,MS
CUST0000248266,1,1.5,1,LS
CUST0000248266,54,61.440000000000012,24,XLS
CUST0000248273,580,881.76000000000022,110,MS
CUST0000248288,1743,3255.6999999999871,351,LS
CUST0000248288,8,9.4099999999999984,5,SS
CUST0000248441,478,609.26999999999964,63,LS
CUST0000248441,2,8.89,1,SS
CUST0000248760,19,28.830000000000002,1,LS
CUST0000248944,25,14.420000000000002,5,MS
CUST0000248944,1049,1519.6999999999989,86,XLS
CUST0000248944,3,8.04,1,LS
CUST0000249526,17,24.990000000000002,5,XLS
CUST0000249526,558,645.34999999999923,187,SS
CUST0000249526,39,49.840000000000011,14,LS
CUST0000249573,121,123.57000000000002,27,LS
CUST0000249577,628,704.04000000000076,39,LS
CUST0000249608,252,365.95000000000005,18,MS
CUST0000249608,207,275.60000000000008,18,LS
CUST0000249643,21,36.019999999999996,1,LS
CUST0000249670,783,1109.9600000000014,243,LS
CUST0000249670,30,34.72,9,MS
CUST0000249820,3,5.08,1,XLS
CUST0000249946,1406,1472.4600000000019,128,LS
CUST0000249946,1,1.75,1,MS
CUST0000250135,64,155.2,7,LS
CUST0000250864,2631,3365.3200000000065,357,LS
CUST0000251322,1,10.14,1,MS
CUST0000251322,166,156.74,24,LS
CUST0000251863,3792,4910.58000000001,233,MS
CUST0000251863,1015,1378.1400000000008,74,LS
CUST0000251916,145,160.81999999999996,8,LS
CUST0000252228,1178,1565.3600000000015,45,LS
CUST0000252228,1,1.56,1,MS
CUST0000252338,26,56.89,9,LS
CUST0000252338,1,1.91,1,MS
CUST0000252338,12,45.620000000000005,1,XLS
CUST0000252562,28,41.44,1,MS
CUST0000253102,99,128.9,10,LS
CUST0000253102,129,163.99999999999994,28,MS
CUST0000253216,327,395.94999999999953,48,LS
CUST0000253216,2,0.99,2,MS
CUST0000253529,6,7.3599999999999994,1,LS
CUST0000253529,12,17.1,1,MS
CUST0000253529,422,537.1099999999999,50,SS
CUST0000253539,9,16.1,1,SS
CUST0000253573,241,190.23999999999992,58,MS
CUST0000253573,468,482.51999999999975,112,LS
CUST0000253580,10,9.29,5,MS
CUST0000253580,1,1.23,1,SS
CUST0000253580,1391,1676.1499999999987,96,XLS
CUST0000253580,97,98.53,16,LS
CUST0000253846,4,9.94,1,LS
CUST0000253846,60,51.67,33,SS
CUST0000253846,137,174.03999999999996,46,MS
CUST0000253846,5,3.7600000000000002,3,XLS
CUST0000253886,168,295.79,7,LS
CUST0000254439,456,568.65000000000077,155,MS
CUST0000254620,13,12.04,1,MS
CUST0000254742,32,47.039999999999992,1,SS
CUST0000254832,43,62.769999999999989,2,LS
CUST0000255032,8,6.83,6,SS
CUST0000255201,2,2.86,1,SS
CUST0000255269,4,3.35,1,LS
CUST0000255387,1,1.12,1,MS
CUST0000255387,22,33.23,3,LS
CUST0000255387,113,181.54000000000002,22,XLS
CUST0000255387,3,6.61,3,SS
CUST0000255395,57,79.960000000000008,8,LS
CUST0000255397,19,17.830000000000002,4,MS
CUST0000255397,17,20.400000000000002,3,LS
CUST0000255420,311,290.88,119,LS
CUST0000255660,9,9.23,2,MS
CUST0000255660,1498,1658.329999999999,76,LS
CUST0000255660,15,24.509999999999998,4,XLS
CUST0000255673,1,1.23,1,LS
CUST0000255714,73,110.94,6,LS
CUST0000255714,749,878.17999999999972,60,MS
CUST0000256112,414,659.73,123,MS
CUST0000256124,26,37.510000000000005,10,LS
CUST0000256243,116,143.63,14,MS
CUST0000256243,111,206.13,24,LS
CUST0000256243,4,6.1400000000000006,1,XLS
CUST0000256243,127,167.57,47,SS
CUST0000256837,259,209.25999999999996,71,LS
CUST0000257507,19,17.689999999999998,2,MS
CUST0000257507,265,358.61000000000013,31,LS
CUST0000257511,18,17.39,3,SS
CUST0000257511,39,37.78,4,LS
CUST0000257769,1,1.54,1,MS
CUST0000257769,31,35.55,8,SS
CUST0000257902,50,98.88,15,SS
CUST0000257902,294,410.78999999999996,16,XLS
CUST0000257902,635,963.67999999999893,47,LS
CUST0000258097,677,1018.4799999999996,57,MS
CUST0000258097,13,26.810000000000002,3,LS
CUST0000258097,8,25.93,6,SS
CUST0000258485,81,111.28,19,XLS
CUST0000258485,592,808.16999999999985,57,LS
CUST0000258485,3,4.62,1,MS
CUST0000258532,125,174.61999999999998,9,XLS
CUST0000258532,7,18.46,1,SS
CUST0000258532,2211,2602.3600000000042,163,LS
CUST0000258555,994,1113.3599999999992,76,SS
CUST0000258555,138,154.67000000000002,19,LS
CUST0000258658,556,648.98000000000025,123,LS
CUST0000258756,38,76.31,6,LS
CUST0000258756,229,282.92000000000013,66,MS
CUST0000258842,44,45.709999999999994,9,MS
CUST0000259129,1075,857.29999999999791,96,MS
CUST0000259182,57,95.289999999999992,9,SS
CUST0000259436,8,3.89,2,SS
CUST0000259498,15,5.4399999999999995,2,XLS
CUST0000259498,4178,3640.0699999999961,164,LS
CUST0000259498,64,54.94,2,MS
CUST0000259504,348,298.09999999999991,6,LS
CUST0000259680,1,4.81,1,MS
CUST0000259680,99,100.78,41,XLS
CUST0000259680,568,733.03000000000043,34,LS
CUST0000260311,10,9.5300000000000011,3,MS
CUST0000260311,45,57.760000000000005,12,LS
CUST0000260697,597,626.67000000000007,37,LS
CUST0000260697,290,299.51,19,XLS
CUST0000260697,129,146.82999999999998,19,MS
CUST0000260876,3,2.99,1,SS
CUST0000260876,166,212.01,18,LS
CUST0000261138,2,4.58,1,LS
CUST0000261175,36,39.24,10,LS
CUST0000261175,1,12.19,1,SS
CUST0000261175,5,3.5500000000000003,3,MS
CUST0000261258,54,64.029999999999987,18,LS
CUST0000261261,199,199.75999999999996,45,MS
CUST0000261261,72,59.489999999999995,7,LS
CUST0000261261,76,74.68,4,SS
CUST0000261381,3801,2808.1000000000013,73,LS
CUST0000261381,24,16.66,2,MS
CUST0000261381,20,25.290000000000003,6,SS
CUST0000261381,3,0.93,1,XLS
CUST0000261407,12,20.490000000000002,1,LS
CUST0000261553,104,99.419999999999987,3,LS
CUST0000261775,2802,4118.4900000000016,205,XLS
CUST0000262704,702,1042.2700000000004,80,LS
CUST0000262704,1,2.47,1,XLS
CUST0000263173,84,66.92,16,LS
CUST0000263376,1,0.65,1,XLS
CUST0000263376,166,183.75999999999996,6,LS
CUST0000263560,8,22.419999999999995,1,LS
CUST0000263844,22,23.600000000000005,5,SS
CUST0000263844,3264,4472.37000000001,170,LS
CUST0000263844,12,12.43,4,MS
CUST0000263870,247,288.44999999999987,39,LS
CUST0000263870,129,119.49000000000001,42,MS
CUST0000264079,80,61.77,9,LS
CUST0000264107,1390,1478.8900000000003,76,LS
CUST0000264286,1,0.72,1,LS
CUST0000264598,16,19.25,3,LS
CUST0000264835,784,1276.5899999999997,32,LS
CUST0000265073,45,56.92,8,LS
CUST0000265073,23,20.93,4,MS
CUST0000265147,79,100.76,5,XLS
CUST0000265147,1123,1646.5500000000015,74,LS
CUST0000265147,12,14.270000000000001,3,MS
CUST0000265274,3169,4015.40999999999,189,LS
CUST0000265367,2,3.02,2,SS
CUST0000265367,1679,2774.1800000000003,80,LS
CUST0000265416,48,46.93,6,LS
CUST0000265468,3,2.64,2,LS
CUST0000265582,2,3.04,1,SS
CUST0000265582,31,24.04,17,MS
CUST0000265678,67,72.960000000000008,19,MS
CUST0000265678,1,1.75,1,LS
CUST0000265678,7,14.82,1,XLS
CUST0000265948,48,51.850000000000009,19,MS
CUST0000265948,1116,1231.44,89,LS
CUST0000266020,245,361.04999999999995,47,MS
CUST0000266020,46,35.980000000000004,25,LS
CUST0000266152,3,9.34,1,MS
CUST0000266152,66,147.73000000000002,9,XLS
CUST0000266152,10,39.16,1,LS
CUST0000266269,1,0.31,1,MS
CUST0000266580,7,3.9800000000000004,1,SS
CUST0000266580,364,361.46000000000004,96,LS
CUST0000266722,1330,938.3500000000007,395,SS
CUST0000266722,68,89.09,4,MS
CUST0000266997,17,22.57,2,XLS
CUST0000267204,33,21.650000000000002,10,XLS
CUST0000267204,845,1439.6,25,SS
CUST0000267204,46,56.129999999999995,10,LS
CUST0000267213,4,9.370000000000001,2,MS
CUST0000267213,2486,3378.1000000000081,281,LS
CUST0000267213,1,2.23,1,SS
CUST0000267396,1151,1863.1299999999999,60,LS
CUST0000267396,107,199.92000000000002,10,XLS
CUST0000267507,557,699.57000000000039,25,MS
CUST0000267507,867,754.74999999999909,105,SS
CUST0000267570,1,1.37,1,MS
CUST0000267570,13,8.629999999999999,7,LS
CUST0000267570,278,368.78000000000009,56,XLS
CUST0000267570,3,2.67,2,SS
CUST0000267709,119,170.06,5,LS
CUST0000267709,101,139.54000000000002,5,MS
CUST0000267726,27,32.580000000000005,3,LS
CUST0000267726,143,252.18999999999994,89,SS
CUST0000267726,1,0.88,1,MS
CUST0000267979,761,1251.7900000000009,116,LS
CUST0000267979,7,9.0100000000000016,3,SS
CUST0000268127,1566,2258.0699999999983,127,LS
CUST0000268127,28,60.51,5,MS
CUST0000268127,1,2.17,1,SS
CUST0000268207,1064,1406.0300000000002,81,LS
CUST0000268207,21,13.200000000000001,11,MS
CUST0000268635,110,88.99,16,LS
